Name,Type,Visible,Description,Default Value
place.incremental.lowEffortSmallShape,boolean,False,run lowEffort Small Shape Placer,0
place.incrementalMacroPlacer,boolean,False,Incrementally modify macro placement during ILR,1
place.incremental.maxGPinterval,integer,False,"max interval or iters between major phases like ClockRegionPl, Macro etc",20
place.incremental.maxInstsInFreeSlice,integer,False,num of insts which may be already placed in a Slice for it to be still considered avail for LutRams,8
place.incremental.maxPctToUGfQoR,float,False,Max percentage of insts to be unguided for QoR,5
place.incremental.maxSpiralLimitOffset,integer,False,Max spiral Offset,7
place.incremental.minPercentViolationToUnguide,integer,False,Minimum percetage violation to unguide Value should be >= 0 and <= 100,20
place.incremental.minSpiralLimitOffset,integer,False,Min spiral Offset,5
place.incremental.moveGuidedCellsWithUnguidedNeighbours,boolean,False,Allow guided instances to move in PCO whose neighbourhood is unguided,0
place.incremental.myTest,boolean,False,My test,0
place.incremental.netMatchThreshold,float,False,Continue with Incr Compile if Net Match% >=,75
place.incremental.networkFlowThreshold,integer,False,number of unplaced instances in DP which trigger network flow,0
place.incremental.newGPinterval,boolean,False,"new schedule to vary interval or iters between major phases like ClockRegionPl, Macro etc",0
place.incremental.newGPloop,integer,False,invoke new SimPL loop for incr-flow,1
place.incremental.newNetInternal,boolean,False,new way to check internal nets,1
place.incremental.newPoorPinGuidanceFilter,boolean,False,New Poor Pin guidance filter,1
place.incremental.nextGenDPForIncr,boolean,False,Turns on next gen DP for Incr Flow,0
place.incremental.noRoute,boolean,False,dont read routing delays in incremental placer timing,0
place.incremental.ntdGuidanceThreshold,float,False,no bloat,98
place.incremental.ntdWnsThreshold,float,False,no bloat,0.1
place.incremental.numInstsToUnguideOnEachPath,integer,False,limit number of insts to unguide on each path,1
place.incremental.numPBlkViolationsToReport,integer,False,Number of top user pblock violation to be reported in incremental Flow,5
place.incremental.oldSmallShapeLegalizer,boolean,False,"Call spiral based legalizer, w/o unguiding",0
place.incremental.opportunisticLagunaRegUse,boolean,False,enables the laguna opportunistic placer of flops into Laguna registers,0
place.incremental.partialShapeGuidanceThresh,float,False,Cell guidance percentage above which partial shapeGuidance is allowed,50
place.incremental.pathBasedUnguide,boolean,False,Unguide based on path,1
place.incremental.pathBasedUnguideHighEffort,integer,False,Process remaining insts by invoking report_timing -through,3000
place.incremental.percentUnguide,float,False,Percentage of cells to be unguided,2
place.incremental.pinGuidancePercForBBlkUnguiding,integer,False,Unguide Big Blocks having pin guidance percentage less_or_equal to this threshold,40
place.incremental.pinGuidancePercForGenUnguiding,integer,False,Unguide Instances having pin guidance percentage less_or_equal to this threshold,0
place.incremental.placeSliceTypeDrivenBufG,boolean,False,place Slice type driven bufg cells in incr flow,0
place.incremental.poorGuidanceThresh4Directives,float,False,Cell guidance percentage below which directives will be honoured in IncrFlow,0
place.incremental.poorGuidanceThreshECO,float,False,Cell guidance percentage below which ECO will NOT run IncrFlow,75
place.incremental.poorGuidanceThresh,float,False,Cell guidance percentage below which restored state will be cleared before default flow starts,75
place.incremental.poorPinGuidanceThresh,float,False,Pin guidance percentage below which restored state will be cleared before default flow starts,0
place.incremental.populateConstraintsInPhysoptReplay,boolean,False,param to populate constraints in physopt replay in incremental flow,1
place.incremental.postUnguideHMP,boolean,False,hmplacer after unguide,0
place.incremental.preProcessCritPaths,boolean,False,"Move insts, on critical paths, to some better location",0
place.incremental.printCoolGatedCells,boolean,False,param to print cool gated cells,0
place.incremental.processNonDelayEdges,boolean,False,are non delay edges to be enabled/disabled,1
place.incremental.QoRUnguide,boolean,False,Unguiding crit insts based on vertex slack,1
place.incremental.quickMode,boolean,False,faster guideflow with less timing improvement,0
place.incremental.rebuildNGDB,boolean,False,Rebuild and fix some issues in NetGuideDB,1
place.incremental.recoverInitQP,boolean,False,If WNS degarded due to InitialQP then restore previous locs,0
place.incremental.recoverRoutingFromUGNets,boolean,False,"During read_checkpoint -incr, check if routing of unguided nets can be used by some other net",1
place.incremental.relatedClocksCheck,boolean,False,"When false, related Clock check is skipped",1
place.incremental.replaceBRAMs,boolean,False,unplace and replace BRAM instances,1
place.incremental.replaceCarryLUTs,boolean,False,unplace and replace the instances LUTs and Carrys,0
place.incremental.replaceClkSrcs,boolean,False,Replace clock-sources,1
place.incremental.replaceFeedThruLuts,boolean,False,unplace and replace the instances(flops) in the sites which has feedthru lut,0
place.incremental.replayModule,string,False,To perform Physopt replay for the module,None
place.incremental.reportRejections,boolean,False,Write out the fully Guided shape rejections,0
place.incremental.retryFGshapes,integer,False,retry fully guided shapes without expansion option,3
place.incremental.reuseAttrStatus,boolean,False,Set/unset update of reuse attributes during place_cell/unplace_cell/set_property LOC,1
place.incremental.revertBlockedLocs,boolean,False,Unblock locs that got blocked during xdef restoration,1
place.incremental.revertToBestWNSinSimpl,boolean,False,During SimPL record the best WNS locs and revert to them in end if that is better,1
place.incremental.runBufgInsertion,boolean,False,Do BUFG insertion,0
place.incremental.runDefaultDetailPlacer,boolean,False,Run Default Detail Placer,0
place.incremental.runMloOnOldNetlist,boolean,False,Run MLO on DCP netlist,0
place.incremental.runOnlyGreedyIlr,boolean,False,Run Greedy ILR to improve Timing,0
place.incremental.runSimpl,boolean,False,Run Global Placer in SimpL mode,1
place.incremental.sameGuideDebug,boolean,False,"For sameguide, mainly to dump unmatched cells",0
place.incremental.SDAccel,integer,False,Run Incr-Placer for SDAccel flow,0
place.incremental.selectiveReuseThreshold,float,False,Cell guidance percentage below which restored state will be cleared before default flow starts in selective reuse,75
place.incremental.setTargetSlack,float,False,Override the refWNS coming from .incr file: give new refWNS in ns (can't give 0),0
place.incremental.showRMReusePerInPRFlow,boolean,False,Parameter to show RM reuse percentage(PR flow) in RCI reporting,0
place.incremental.skipGuidedSmallShapeBasedOnCriticality,boolean,False,No description available,1
place.incremental.skipGuidedSmallShapeThresholdInDP,integer,False,No description available,5
place.incremental.skipMLOInRCI,boolean,False,Skip mandatory logic optimization in RCI,0
place.incremental.skipSaturatedBlockInNF,boolean,False,skip saturated block in nf,1
place.incremental.skipSimPL,boolean,False,"if initial placer gives target QoR and util, then we may chose to skip SimPL",0
place.incremental.slackThresholdCost,integer,False,slack cost threshold for unguide,-50
place.incremental.spiralOffForLUTFF,boolean,False,Spiral-based legalizer off for LU/FFs,1
place.incremental.spiralOffForLUTRAM,boolean,False,Spiral off for LUTRAM,1
place.incremental.staleEdgesThreshold,float,False,Threshold Stale edges to consider for timing,0
place.incremental.thresh4OptimLoc,integer,False,"While processing in decreasing order of guidedness in neighborhood, if pct of current inst is below this threshold then exit OptimLoc",10
place.incremental.timerThreshold,float,False,guidance threshold below which timer is invoked,101
place.incremental.tryImproveQor,float,False,Will try to improve QoR,0
place.incremental.tryOrphanRoutes,boolean,False,"During read_checkpoint -incr, check if routing rejected because nets by that name do not exist, can still be used",1
place.incremental.tryRejectedShapes,boolean,False,Retry Shapes for which validation failed once,1
place.incremental.turnOffFilters,boolean,False,turn filters off,0
place.incremental.turnOffMultiCornerTimer4PostCommit,boolean,False,Turn off multi corner timer in guide flow,0
place.incremental.turnOffUnguideInDp,boolean,False,turn off unguide in DP,0
place.incremental.twoStepBigShapePlacer,boolean,False,use 2 step big shape placer,0
place.incremental.twoStepILR,boolean,False,TWO STEP,0
place.incremental.UGfQoRbeforeInitQP,integer,False,"Before InitialQP, unguide given number of insts on each path that is worst than RefWNS",1
place.incremental.UGfQoRdbgInst,string,False,print verbose info for paths through this inst,None
place.incremental.UGfQoRdbgTerm,string,False,print verbose info for paths ending at this term,None
place.incremental.UGfQoRonlyFullyPlacedPaths,boolean,False,during UGfQoR consider only the paths which have all insts placed,0
place.incremental.UGfQoRphase,integer,False,UGfQoR phase; will decide percentage of insts to unguide in each path,0
place.incremental.UGinEveryNthIter,integer,False,do UGfQoR in each SimPL iteration which is multiple of this param,0
place.incremental.UnguideAllCritGuidedInsts,boolean,False,Unguide all crit guided insts,0
place.incremental.unguideAroundLocFixedInsts,boolean,False,Unguide around loc fixed instances,0
place.incremental.unguideCtrlSetUnguidedFlops,boolean,False,Unguide flops whose control set pins are unguided,0
place.incremental.unguideDrivers,boolean,False,Unguide driver instance of net if it is being driven by different pin,0
place.incremental.unguideInSllPath,boolean,False,Unguiding crit insts in SLL Path,0
place.incremental.unguideLimit,integer,False,Number of cells to be un-guided in each simpl iteration,500
place.incremental.unguideLUTFF,boolean,False,Unguide LUT-FFs post ILR,0
place.incremental.unguideNeighbors,boolean,False,Unguide neighbors of critical insts,0
place.incremental.unguidePGShapeIfdeleteOptFails,boolean,False,Unguide partially guided shape if delete for any of the optional elements while validation,1
place.incremental.unguideRestrictedInsts,integer,False,Populate/Unguide Restricted Insts,1
place.incremental.unguideToCommitBigShape,boolean,False,Unplace small shapes and instance while commiting big shape,1
place.incremental.unplaceForWl,boolean,False,Unplace Instances in Partially Guided Nets for WL,0
place.incremental.updateWireDelaysAfterClockTree,boolean,False,update wireDelays after clock tree is updated.,0
place.incremental.updateWLRatioInSimpl,boolean,False,Update WL Ratio for Congestion,0
place.incremental.updClkPins,boolean,False,During UpdateTiming Update Clock Pins,1
place.incremental.UpdtAttrsAtPlacerEnd,boolean,False,Update REUSE attributes on cells at the end of incr-placer or incr-router,0
place.incremental.useDefaultFlowCrit,boolean,False,Compute crit using def flow mechanism,1
place.incremental.useFastDlyCalc,boolean,False,to turn on/off building term info cache in incr-placer,0
place.incremental.useHistoryCostInNF,boolean,False,use displacement history in nf,1
place.incremental.useMTILRsequentially,boolean,False,Use MT ILR class but do not run in parallel for different SLRs,0
place.incremental.useNeptuneTimer,boolean,False,use Neptune Timer,0
place.incremental.useNewBestBloatAlgo,boolean,False,new Algo for Best bloat in incremental flow,1
place.incremental.useOldNetlist,boolean,False,Use old netlist to know if the instTerm is guided.,0
place.incremental.useOptimLoc,boolean,False,Use OptimLoc for unguided Cells,0
place.incremental.useOrigPlWNS,boolean,False,in UGfQoR use orig post place WNS as ref,0
place.incremental.useParallelTimerFlow,integer,False,Temporary param to test incr flow,0
place.incremental.useSLCost,boolean,False,use slack cost to unguide,0
place.incremental.UTinEachSimPLiter,boolean,False,do update timing in each SimPL iteration,1
place.incremental.UTinGP,boolean,False,new schedule for when to do UpdateTiming and UGfQoR in GP,0
place.incremental.validateCellGuidance,boolean,False,Validate Cell GuideDB,0
place.incremental.verticalHistoryCoeff,float,False,No description available,0.5
place.incremental.WNSfactorUGfQoR,float,False,Do not invoke Unguiding for QoR if currWNS is worse than refWNS by less than this factor,0
place.incremetal.unguideWNSLimit,integer,False,Percentage of slack for unguiding within the range of WNS,30
place.incrKeepPLTerms,boolean,False,Do not delete PLTerms at disconnect. Reconnect to old PLTerms if possible,0
place.incrUpdatePlaceData,boolean,False,Turn on/off incremental place data update,1
place.incrUpdateTimingAfterReplication,boolean,False,No description available,1
place.inferHighPriorityClks,boolean,False,Infer HIGH_PRIORITY clocks based on hierarchy,0
place.inferHPClksDiabloOnly,boolean,False,self explanatory,1
place.initBloat,integer,False,Initial bin bloat,5
place.initDeleteTopNCriticalPathLutnmShapes,integer,False,Delete critical lutnm shapes after placer initialization,0
place.initializationNumThreads,integer,False,self explanatory,8
place.initTheta,float,False,Starting theta,-100
place.inodeCongestionHelperVerbose,integer,False,Verbose level to dump information for inode congestion helper functions,0
place.inspectPlacement,boolean,False,activate placement inspection,0
place.intraCLBAlignmentVerbose,integer,False,Verbose level for Intra-CLB alignment,1
place.invalidateFirstSimplLightTimingUpdateCall,boolean,False,invalidate and force a full update timing for the first occurence of update timing in light timer in global placer,1
place.IOClockPlacerTimeout,integer,False,IOClockPlacer Time Out,600
place.IOUtilDelta,float,False,target utilization increase from design utilization for IO cuts,0.1
place.ISPDAllowDefaultPlacer,boolean,False,Enable an default placer for internal usage,1
place.ISPDCheckClkLegality,boolean,False,Set to false to skip clock legality checks.,1
place.ISPDExitOnError,boolean,False,Exit on error for ISPD placer,1
place.ISPDPlacerDebug,boolean,False,Enable an ISPD placer debug,0
place.ISPDPlacerFile,string,False,File containing placement information in ISPD bookself format,None
place.iterativeFeedBack,boolean,False,Iteratively provide feedback information in placement.,0
place.keepLightTimer,boolean,False,Keep light timer after placement,0
place.laguna.crossingNetSplitVerbose,boolean,False,Flag that is off by default and makes spliting slr nets class become verbose,0
place.laguna.dist2Delay,boolean,False,Flag that is on by default and is used to enable distance to delay estimation taking into account Laguna channels,1
place.laguna.SLLAnchorToLaguna,boolean,False,Flag that is on by default and is used to enable anchoring SLL Crossing Blocks when in the presence of Laguna channels to get assigned to a Laguna channel X location,1
place.largePosSlack,float,False,Pos slack to ignore,1
place.legalizeAcrossSlr,boolean,False,Force network flow legalization across SLRs (noop for now),0
place.legalizeClocksForGFAN,boolean,False,check/legalize placement in terms of number of glboal clocks used as CLB non-clock pins,1
place.legalizeClocksForGFANVerbose,integer,False,Prints verbose ifnor for glboal clocks used as CLB non-clock pins,0
place.legalizeSuperLongs,boolean,False,Legalize Super long blocks,0
place.lmAlwaysMoveNonCritBlocks,boolean,False,Always consider non critical blocks for neighbor loc moves,0
place.lmBigNetPinThreshold,integer,False,Big net pin threshold during ILR,500
place.lmCheckSumVerboseLevel,integer,False,Parameter controlling checksum printing verbosity level of LM,0
place.lmColorerVerboseLevel,integer,False,Parameter controlling verbosity level of LM Block Coloring,0
place.lmDebugBlockId,integer,False,Block ID to debug LM,0
place.lmDebugBlockName,string,False,Block name to debug LM,-1
place.lmDebug,boolean,False,Enable LM Debugger,None
place.lmDebugGnuPlot,string,False,Path to gnu plot executable,/home/aaronn/dsd/progs/bin/gnuplot
place.lmDebugNumBinsToReport,integer,False,Debug parameter specifying number of bins to report,1
place.lmDebugPlotMeshes,boolean,False,Plot meshes for debugging type,0
place.lmDebugReportFFs,boolean,False,Debug parameter for reporting FF moves,0
place.lmDebugReportLUTRAMs,boolean,False,Debug parameter for reporting Lut moves,0
place.lmDebugReportLUTs,boolean,False,Debug parameter for reporting Lut moves,0
place.lmDisableEarlyTermination,boolean,False,Disable early termination of LM,0
place.lmDoOptimLocMovesInGreedy,string,False,"Parameter specifyng whether optimal location moves will be done in greedy mode; never - no optim loc moves at all, always - always do optim loc moves, definedByFlow - let the algorithm to decide when to do the moves.",definedByFlow
place.lmDoOptimLocMovesInNonGreedy,string,False,"Parameter specifyng whether optimal location moves will be done in non-greedy mode; never - no optim loc moves at all, always - always do optim loc moves, definedByFlow - let the algorithm to decide when to do the moves.",definedByFlow
place.lmDumpExtraSystemStat,boolean,False,Dump extra statistics about system state,0
place.lmEnablePinCongCost,boolean,False,Consider pin congestion when doing moves,1
place.lmEnableSecondMeshInGreedy,boolean,False,Enable second mesh in greedy ILR,0
place.lmEnforceLegalityOfLastGreedy,boolean,False,Enforce legality of optim loc moves in last greedy pass,1
place.lmFollowMeshTypeForShapeAreaCoef,boolean,False,Defines whether shape area coeficient is defined by mesh type,0
place.lmKickIn,float,False,When Does LM kick in,15
place.lmLevelToCheckForThetaIncrease,integer,False,Increase theta if utilization at this level is high,3
place.lmLoadBalancingCoef,float,False,Parameter controlling load balancing coeficient for chunk by chunk scheduling,1
place.lmMaxAllowedViolationsInGreedy,string,False,self explanatory,LUT 1000.0 FF 1000.0 LUTRAM 1000.0
place.lmMaxBinSizeForHighShapeAreaCoef,float,False,Bin size to switch from low shape area coeficient to high one,2
place.lmMaxColorWeight,integer,False,Parameter controlling maximum weight of color,100000
place.lmMaxIterMultForWeakUtilTarget,float,False,Do this many times more iterations if weak utilization target is not met yet,2
place.lmMaxIters,integer,False,Parameter controlling maximum number of move iterations in one pass,-1
place.lmMaxNetSizeForColoring,integer,False,Parameter controling maximum size of a net that will force its containing blocks to get different colors,100
place.lmMaxNumBlocksInOneColor,integer,False,Parameter controlling maximum number of blocks in one color,-1
place.lmMaxNumTimesSecondMeshCanBeDisabled,integer,False,self explanatory,5
place.lmMaxOptimLocIters,integer,False,Parameter controlling maximum number of optimal location move iterations in one pass,-1
place.lmMinBloatForBali,integer,False,Min bloat for LM for Bali devices,2
place.lmMinBloatForFuji,integer,False,Min bloat for LM for Fuji devices,2
place.lmMinChunkSize,integer,False,Parameter controlling min chunk size for chunk by chunk scheduling,1
place.lmMinNumBlocksForMultiThread,integer,False,Parameter controlling when to switch from single threaded mode to multithreaded one,2
place.lmMinNumBlocksInOneColor,integer,False,Parameter controling how many blocks can be in the same color even if its weight exceeded,1
place.lmNeighborCostNumThreads,integer,False,Parameter controlling minimum number of threads for neighbor move costing,1
place.lmNeighborCostSchedulerType,string,False,Parameter controlling scheduler type for neighbor move costing,omp
place.lmNeighborMoveNumThreads,integer,False,Parameter controlling minimum number of threads for neighbor move,1
place.lmNeighborMoveSchedulerType,string,False,Parameter controlling scheduler type for neighbor move,omp
place.lmNumIterForFastRelaxTiming,integer,False,self explanatory,10
place.lmNumIterForSlowRelaxTiming,integer,False,self explanatory,20
place.lmNumIterToEnableSecondMesh,float,False,self explanatory,0.6
place.lmNumIterToEnableStrongTheta,float,False,self explanatory,0.8
place.lmNumIterToSaveTheta,float,False,self explanatory,1.5
place.lmNumThreads,integer,False,Parameter controlling minimum number of threads in LM,4
place.lmNumThreadsMode,string,False,Parameter specifyng where to look for number of threads,global
place.lmOptimLocFindNumThreads,integer,False,Parameter controlling minimum number of threads for optimal location finding,1
place.lmOptimLocFindSchedulerType,string,False,Parameter controlling scheduler type for optimal location finding,omp
place.lmOptimLocMoveNumThreads,integer,False,Parameter controlling minimum number of threads for optimal location move,1
place.lmOptimLocMoveSchedulerType,string,False,Parameter controlling scheduler type for optimal location move,omp
place.lmRuntimeVerboseLevel,integer,False,Parameter controlling runtime statistics verbosity level of LM,0
place.lmScalingForBinInfoDelta,float,False,Scaling of move dist to get BinInfo delta,0.45
place.lmSecondMeshEnableUtilizationTargets,string,False,self explanatory,LUT 1.3 FF 1.3 LUTRAM 1.4
place.lmSecongMeshType,string,False,"Second mesh type (possible values: exact, average, followFirst)",average
place.lmSingleMeshCostingMode,boolean,False,Do utilization costing on current bloat mesh only,0
place.lmStartPinCongIter,integer,False,Starting pin congestion iteration during ILR for V8 arch,-1
place.lmStrongUtilizationTargets,string,False,self explanatory,LUT 0.9 FF 0.9 LUTRAM 0.9
place.lmUseWLCost,boolean,False,Use WL cost instead of cut cost in ILR,0
place.lmVerboseLevel,integer,False,Parameter controlling verbosity level of LM,0
place.lmWeakLevelTargets,string,False,self explanatory,LUT 2 1.1 FF 2 1.1 LUTRAM 2 1.15
place.lmWeakUtilizationTargets,string,False,self explanatory,LUT 1.2 FF 1.2 LUTRAM 1.3
place.lowEffortQP,boolean,False,do low effort QP,0
place.lowerUtilToAddNetPins2RtCongMap,float,False,Lower lut util to add net pins to routing cong map,0.15
place.lutClockBudget,integer,False,Budget for net from Lut to global/regional clock buffer,100
place.lutFFAlwaysCallCanPlace,boolean,False,Always call canPlace when making LUT-FF shapes,0
place.LutNMClusterMgrVerbose,integer,False,Verbose level for LutNM cluster manager,0
place.LutNMClusterSlackCoeff,float,False,LutNM cluster slack coefficient,1.05
place.lutPairSnifferVerbose,integer,False,Prints verbose info about LUT pairs,0
place.lutRamClusterVerbose,integer,False,Prints verbose info during LUT RAM clustering,0
place.lutramUtilizationPerClockRegion,integer,False,Control LUTRAM utlization in a clock region,100
place.lutRamUtilThreshold4AggresiveClust,integer,False,lut ram utilization threshold below which we dont try to cluster a5 and a6 with two instances i.e a lut with two instances,50
place.lutUtilizationPerClockRegion,integer,False,Control LUT utlization in a clock region,100
place.MacroCommitEnhance,integer,False,Macro commit enhancement. 1: SLR crossing,3
place.MacroCommitEnhanceSpiralRatio,float,False,Macro commit spiral search X-Y distance ratio,0
place.macroEdgeCoef,float,False,Coefficient to tune macroGraph edge's budget,0.6
place.macroGraphMT,boolean,False,Macro Graph parallel implementation,1
place.macroInterleavingOptimizationBlockHeightLimit,integer,False,specify block height limit for macro interleaving optimization,4
place.macroInterleavingOptimizationSize,integer,False,specify the size of macro subcolumns for macro interleaving optimization,4
place.macroInterleavingOptimizationSlackThreshold,integer,False,specify slack threshold for macro interleaving optimization,500
place.macroPlacerClockRegionStraddlingCost,integer,False,maxMacroTimingEdges,100
place.macroPlacerCompareClockRegion,boolean,False,compare clock region when shifting column,1
place.macroPlacerCompareClockRegionHorizonRowCrossing,integer,False,consider clock region horizontal row crossing when shifting column,0
place.macroPlacerEnhance,integer,False,macro placement enhancement. 1: sort macro by PBlock. 2: QP-based SimPL legalization,0
place.macroPlacerSoftUnplace,boolean,False,Enable softunplace in discrete placer for fast placement,1
place.macroPlacerTargetPartSize,integer,False,hmplacer macro placer final part size,40
place.macroPlacerVerbose,integer,False,Prints verbose info in macro placer,1
place.macroSliceX,integer,False,Macro slice grid X dimension granularity,10
place.macroSliceY,integer,False,Macro slice grid Y dimension granularity,10
place.makeVerboseModeVisiblePhasesSilent,boolean,False,Make phases that are visible in verbose mode only silent. This is used in Verbose vs non-Verbose comparison runs.,0
place.MaogangTestFlag2,boolean,False,internal dev boolean flag for maogangw,0
place.MaogangTestFlag3,boolean,False,internal dev boolean flag for maogangw,0
place.MaogangTestFlag,boolean,False,internal dev boolean flag for maogangw,0
place.MaogangTestFloat,float,False,internal dev double value for maogangw,-1
place.MaogangTestInt2,integer,False,internal dev integer for maogangw,-1
place.MaogangTestInt,integer,False,internal dev integer for maogangw,-1
place.mateFFWithLUTRAMMUXs,boolean,False,Mate FF with driving mux & lutram,1
place.mateFFWithLUTs,boolean,False,Mate FF with driving lut,1
place.mateFFWithLUTsMaxDist,integer,False,Max distance to mate FF with driving lut,5
place.mateFFWithLUTsMaxFanout,integer,False,Max fanout to mate FF with driving lut,1
place.maxChangeInst,float,False,Max change instance percentage,0.015
place.maxCritTermFraction,float,False,Maximum fraction of terminals considered as timing critical,0.05
place.maxFanout2Migrate,integer,False,Maximum # of loads to migrate to replicated net,100
place.maxIgnoreDist4AdjustMode,integer,False,Max ignore distance for adjust mode for discrete placer,1000
place.maximizeLutNetSharingInPairs,boolean,False,"At the end of post commit opt try to put luts next to each other in pairs of (LUTA,B), (C,D), (E,F), and (G,H) such that they share maximum number of lut inputs",0
place.maxLHLevel,integer,False,Maximum logic hierarchy level that can be included into LHView,100
place.maxMacroTimingEdges,integer,False,maxMacroTimingEdges,50
place.maxMultiRootClockRouting,integer,False,set the max number of allowed multi-root clock routings in design,4
place.maxNetEdgeWeight,integer,False,Increase the maximum net edge weight allowed on the placer nets.,10
place.maxNetFanoutForBBSmear,integer,False,Smear not critical nets with lower than this fanout during congestion estimation,50
place.maxNumClocksInHalfColumn,integer,False,Control number of clocks that can go into a half column Value should be >= 0 and <= 16,16
place.maxNumInputPinsEmulation,integer,False,Target number of input pins per slice for V8 Emulation mode,25
place.maxNumInputPinsPerSlice,integer,False,Target number of input pins per slice for V8,40
place.maxNumTermsFor32Bit,integer,False,Maximum number of terms that 32 bit version will work on,3000000
place.maxProgrammableDelay,integer,False,param to set maximum prog delay for all clock nets Value should be >= 0 and <= 7,7
place.maxSatConflict,integer,False,Max conflicts allowed for SAT solver,200000
place.maxSLLUsage,float,False,Don't increase SLL usage beyond this ratio,0.3
place.maxSLLUsageIncrease,float,False,Don't increase SLL usage by more than this ratio,1.1
place.maxThreads,integer,False,Maximum threads created for placement Value should be >= 0 and <= 1000,8
place.MIGBRAMUtilization,integer,False,Control BRAM utlization in MIG Value should be >= 0 and <= 100,80
place.MIGLUTRAMUtilization,integer,False,Control LUTRAM utlization in MIG Value should be >= 0 and <= 100,80
place.minBinSizeInOnlyHMPlacerMode,integer,False,Min Bin size during hmplacer only mode,0
place.minLevelForCongestionRelieveEmulation,integer,False,Minimum congestion level to activate congestion relieve code in emulation mode Value should be >= 1 and <= 8,5
place.minLevelForCongestionRelieve,integer,False,Minimum congestion level to activate congestion relieve code Value should be >= 1 and <= 8,3
place.minLevelForEarlyRepartitioning,integer,False,For early repartitioning estimate whitespace if congestion level is >= than this,6
place.minLutsForClockRootsSweep,integer,False,Min number of LUTs required to run clock root sweep,100000
place.minLutsForCongestionModeling,integer,False,Min number of LUTs required to tweak number of wires during placer congestion modeling,100000
place.minLutUtilToBloatLutRams,float,False,Minimum lut utilization to bloat lutrams during big shape legalizer,20
place.minModuleSizeForRentCalculationInMT,integer,False,Limiter on the size of the module for rent parameter calulation in multi-thread mode,1000
place.minModuleSizeForRentCalculation,integer,False,Limiter on the size of the module for rent parameter calulation,40000
place.minSlackToDisableTimingEdge,integer,False,Min Slack to disable edge for timing,-1
place.minSlackToDisableTimingEdgeTighteningCoef,integer,False,Min Slack to disable edge tightening coef,10
place.minSLLUsage,float,False,Don't care about SLL usage below this ratio,0.001
place.minTermRatio,float,False,Min Term Ration of the LH cell to be considered for LH partitioning.,5
place.monitorMacro1,string,False,Monitor this macro,None
place.monitorMacro2,string,False,Monitor this macro,None
place.moveFFLutsWithMacro,boolean,False,"when macros move during incremental macro placer, move certain flops/luts as well",0
place.mpfCarve,boolean,False,Flow where we use the carved netlist,0
place.mpfChildB2BWeightSLLBased,boolean,False,SLL-based B2B edge weight in child processes,0
place.mpfChildDoFastOptimization,boolean,False,Do fast optimization in child processes,1
place.mpfChildGPdoSimpl,boolean,False,Do GP SimPL iterations in child processes,0
place.mpfChildGPplaceMacro,boolean,False,Do GP macro placement in child processes,0
place.mpfChildILRplaceMacro,boolean,False,Do macro placement in ILR in child processes,1
place.mpfDisableUnrelatedEdges,boolean,False,Disable unreated edges to slrId specifed by place.slrIdToPlace,1
place.mpfDoFinalSLROptInMPFFlow,boolean,False,Do Final SLR Optimization in MPF Flow,1
place.mpfFastOptUseAllInstances,boolean,False,Param for runtime in FastOpt,0
place.mpfInputDcp,string,False,Input file to use for the multiprocess function,postlogicopt.dcp
place.mpfMasterProcessSLRNum,integer,False,Use the master process to place SLR,0
place.mpfNumProcs,integer,False,The number of processors to use for child processes. If the default 0 is used then number of procs is the number of SLRs,0
place.mpfParentDPopto,boolean,False,Do DP path optimization in parent process,0
place.mpfParentFullSimpl,boolean,False,Do full SimPL iterations in parent process,0
place.mpfParentPostCommitOpto,boolean,False,Do post-commit optimization in parent process,0
place.mpfParentSLRCutOptByHM,boolean,False,Do SLR cut opto using partitioner in parent process,0
place.mpfParentSLRCutOpt,integer,False,Do SLR cut optimization in parent process,0
place.mpfParentSLRCutOptNumPaths,integer,False,number paths to evaluated in SLR cut opto,10
place.mpfPlaceSLRByMasterProcess,boolean,False,Use the master process to place SLR 0,1
place.mpfRefreshAfterSync,boolean,False,Fresh the placeDB after syncing,0
place.mpfSanity,integer,False,Check the sanity of datastructures (e.g. placeDB),0
place.mpfSequentialMode,integer,False,"Run MPF in sequential mode. 0=don't run, 1= run first part, 2=run second part",0
place.mpfSkipIDCReplication,boolean,False,Skip IDELAYCTRL replication,1
place.mpfSlrToWriteDcp,integer,False,Indicates which SLR to write out the sites in a placed dcp,-1
place.mpfSpawnAfterFP,boolean,False,Spawn MPF after FP mode,0
place.mpfSyncPlacementAfterDP,boolean,False,Sync Placement after DP,1
place.mpfThreadingVerbose,integer,False,Verbose output for threading of the MPF project,0
place.mpfTransferBlockPlacement,boolean,False,Transfer placer block placement from FP to MPF,0
place.mpfVerbose,integer,False,Verbose output for MPF project,0
place.mpfVerboseSLL,integer,False,Verbose for MPF project related to SLL,0
place.mpfVerboseTiming,integer,False,Verbose for MPF project related to timing,0
place.mpfVersion,integer,False,"Version=1 is the old version, Version 2 is the new version",2
place.mpfWriteiPhysOptTcl,boolean,False,Child process writes out iPhysOpt in plain tcl,0
place.MTSLRSkipMacroPlacement,boolean,False,Multi threading SLR placement to skip macro placement.,0
place.MTSLRThread,integer,False,Maximum threads created for SLR multi thread placement Value should be >= 0 and <= 10,0
